species,treatment,stage,replicate,plantnumber,plotnumber ,awMPD,moisture,lightavailable,heightinitial,date,survived
Agafo,IF,E,a,2,73,241.3845127,5.925,69.23847695,55,1,1
Agafo,IF,E,a,3,73,241.3845127,5.925,69.23847695,58,1,1
Agafo,IF,E,a,4,73,241.3845127,5.925,69.23847695,60,1,1
Agafo,IF,E,a,5,73,241.3845127,5.925,69.23847695,60,1,0
Agafo,IF,E,a,6,73,241.3845127,5.925,69.23847695,58,1,1
Agafo,I,E,b,1,74,257.7408811,5.725,54.75189235,31,1,1
Agafo,I,E,b,2,74,257.7408811,5.725,54.75189235,10,1,0
Agafo,I,E,b,3,74,257.7408811,5.725,54.75189235,39,1,1
Agafo,I,E,b,4,74,257.7408811,5.725,54.75189235,44,1,1
Agafo,I,E,b,5,74,257.7408811,5.725,54.75189235,43,1,1
Agafo,I,E,b,6,74,257.7408811,5.725,54.75189235,29,1,1
Bougr,I,E,c,1,75,93.86966053,6.35,70.21546261,270,1,1
Bougr,I,E,c,2,75,93.86966053,6.35,70.21546261,354,1,1
Bougr,I,E,c,3,75,93.86966053,6.35,70.21546261,185,1,1
Bougr,I,E,c,4,75,93.86966053,6.35,70.21546261,243,1,1
Bougr,I,E,c,5,75,93.86966053,6.35,70.21546261,183,1,1
Bougr,I,E,c,6,75,93.86966053,6.35,70.21546261,180,1,1
Bougr,IF,E,b,1,76,84.44090126,6.4,42.77173913,260,1,1
Bougr,IF,E,b,2,76,84.44090126,6.4,42.77173913,260,1,1
Bougr,IF,E,b,3,76,84.44090126,6.4,42.77173913,205,1,1
Bougr,IF,E,b,4,76,84.44090126,6.4,42.77173913,270,1,1
Bougr,IF,E,b,5,76,84.44090126,6.4,42.77173913,244,1,1
Bougr,IF,E,b,6,76,84.44090126,6.4,42.77173913,300,1,1
Rudhi,IF,E,a,1,77,265.2949554,5.85,45.44832307,27,1,1
Rudhi,IF,E,a,2,77,265.2949554,5.85,45.44832307,31,1,1
Rudhi,IF,E,a,3,77,265.2949554,5.85,45.44832307,28,1,1
Rudhi,IF,E,a,4,77,265.2949554,5.85,45.44832307,29,1,1
Rudhi,IF,E,a,5,77,265.2949554,5.85,45.44832307,26,1,1
Rudhi,IF,E,a,6,77,265.2949554,5.85,45.44832307,31,1,1
Achmi,IF,E,a,1,78,268.2923107,5.3,48.01444043,74,1,0
Achmi,IF,E,a,2,78,268.2923107,5.3,48.01444043,63,1,1
Achmi,IF,E,a,3,78,268.2923107,5.3,48.01444043,65,1,1
Achmi,IF,E,a,4,78,268.2923107,5.3,48.01444043,12,1,1
Achmi,IF,E,a,5,78,268.2923107,5.3,48.01444043,67,1,1
Achmi,IF,E,a,6,78,268.2923107,5.3,48.01444043,24,1,0
Sornu,I,E,b,1,79,71.34863112,5.9,54.74254743,285,1,1
Sornu,I,E,b,2,79,71.34863112,5.9,54.74254743,291,1,1
Sornu,I,E,b,3,79,71.34863112,5.9,54.74254743,302,1,1
Sornu,I,E,b,4,79,71.34863112,5.9,54.74254743,163,1,1
Muhra,C,E,b,1,80,67.94138269,4.275,53.56083086,252,1,1
Muhra,C,E,b,2,80,67.94138269,4.275,53.56083086,240,1,1
Muhra,C,E,b,3,80,67.94138269,4.275,53.56083086,257,1,1
Muhra,C,E,b,4,80,67.94138269,4.275,53.56083086,261,1,1
Muhra,C,E,b,5,80,67.94138269,4.275,53.56083086,216,1,1
Muhra,C,E,b,6,80,67.94138269,4.275,53.56083086,254,1,1
Muhra,IF,E,c,1,81,103.2843211,5.3,40.91591592,262,1,1
Muhra,IF,E,c,2,81,103.2843211,5.3,40.91591592,264,1,1
Muhra,IF,E,c,3,81,103.2843211,5.3,40.91591592,216,1,1
Muhra,IF,E,c,4,81,103.2843211,5.3,40.91591592,250,1,1
Muhra,IF,E,c,5,81,103.2843211,5.3,40.91591592,300,1,1
Muhra,IF,E,c,6,81,103.2843211,5.3,40.91591592,236,1,1
Liaas,C,E,c,1,82,262.378803,6.7,48.22609741,68,1,0
Liaas,C,E,c,2,82,262.378803,6.7,48.22609741,68,1,0
Liaas,C,E,c,3,82,262.378803,6.7,48.22609741,42,1,1
Liaas,C,E,c,4,82,262.378803,6.7,48.22609741,12,1,1
Agafo,C,E,a,1,83,252.389417,5.975,63.88140162,57,1,1
Agafo,C,E,a,2,83,252.389417,5.975,63.88140162,40,1,1
Agafo,C,E,a,3,83,252.389417,5.975,63.88140162,50,1,0
Agafo,C,E,a,4,83,252.389417,5.975,63.88140162,62,1,1
Agafo,C,E,a,5,83,252.389417,5.975,63.88140162,40,1,0
Agafo,C,E,a,6,83,252.389417,5.975,63.88140162,50,1,1
Bougr,C,E,a,1,84,85.23208043,6.75,62.66437965,200,1,1
Bougr,C,E,a,2,84,85.23208043,6.75,62.66437965,255,1,1
Bougr,C,E,a,3,84,85.23208043,6.75,62.66437965,220,1,1
Bougr,C,E,a,4,84,85.23208043,6.75,62.66437965,245,1,1
Bougr,C,E,a,5,84,85.23208043,6.75,62.66437965,152,1,1
Bougr,C,E,a,6,84,85.23208043,6.75,62.66437965,183,1,1
Ascsy,I,E,c,1,85,258.4661233,5,55.57823129,87,1,1
Ascsy,I,E,c,2,85,258.4661233,5,55.57823129,72,1,1
Ascsy,I,E,c,3,85,258.4661233,5,55.57823129,53,1,1
Ascsy,I,E,c,4,85,258.4661233,5,55.57823129,79,1,1
Astaz,IF,E,c,1,86,245.6027888,5.375,67.17948718,23,1,1
Astaz,IF,E,c,2,86,245.6027888,5.375,67.17948718,21,1,0
Astaz,IF,E,c,3,86,245.6027888,5.375,67.17948718,21,1,1
Astaz,IF,E,c,4,86,245.6027888,5.375,67.17948718,17,1,1
Astaz,IF,E,c,5,86,245.6027888,5.375,67.17948718,35,1,1
Astaz,IF,E,c,6,86,245.6027888,5.375,67.17948718,59,1,1
Andge,I,E,c,1,87,96.17483899,6.35,52.08761123,237,1,1
Andge,I,E,c,2,87,96.17483899,6.35,52.08761123,285,1,1
Andge,I,E,c,3,87,96.17483899,6.35,52.08761123,191,1,1
Andge,I,E,c,4,87,96.17483899,6.35,52.08761123,222,1,1
Andge,I,E,c,5,87,96.17483899,6.35,52.08761123,233,1,1
Andge,I,E,c,6,87,96.17483899,6.35,52.08761123,229,1,1
Astaz,I,E,c,1,88,266.1033661,6.425,82.36130868,36,1,1
Astaz,I,E,c,2,88,266.1033661,6.425,82.36130868,35,1,1
Astaz,I,E,c,3,88,266.1033661,6.425,82.36130868,17,1,0
Astaz,I,E,c,4,88,266.1033661,6.425,82.36130868,39,1,1
Astaz,I,E,c,5,88,266.1033661,6.425,82.36130868,16,1,1
Astaz,I,E,c,6,88,266.1033661,6.425,82.36130868,27,1,0
Ascsy,C,E,c,1,89,270.112631,5.875,56.54423176,63,1,1
Ascsy,C,E,c,2,89,270.112631,5.875,56.54423176,45,1,1
Ascsy,C,E,c,3,89,270.112631,5.875,56.54423176,79,1,1
Ascsy,C,E,c,4,89,270.112631,5.875,56.54423176,104,1,1
Muhra,C,E,c,1,90,76.46437546,5.95,51.797862,254,1,1
Muhra,C,E,c,2,90,76.46437546,5.95,51.797862,246,1,1
Muhra,C,E,c,3,90,76.46437546,5.95,51.797862,295,1,1
Muhra,C,E,c,4,90,76.46437546,5.95,51.797862,246,1,0
Muhra,C,E,c,5,90,76.46437546,5.95,51.797862,272,1,1
Muhra,C,E,c,6,90,76.46437546,5.95,51.797862,259,1,1
Spohe,C,E,b,1,91,73.951819,5.25,49.25219185,54,1,1
Spohe,C,E,b,2,91,73.951819,5.25,49.25219185,54,1,1
Spohe,C,E,b,3,91,73.951819,5.25,49.25219185,73,1,0
Spohe,C,E,c,1,92,65.61895024,6.975,45.94914252,43,1,0
Spohe,C,E,c,2,92,65.61895024,6.975,45.94914252,56,1,1
Spohe,C,E,c,3,92,65.61895024,6.975,45.94914252,82,1,1
Schsc,C,E,b,1,93,80.80321146,5.95,67.01966717,114,1,1
Schsc,C,E,b,2,93,80.80321146,5.95,67.01966717,70,1,1
Schsc,C,E,b,3,93,80.80321146,5.95,67.01966717,71,1,1
Schsc,C,E,b,4,93,80.80321146,5.95,67.01966717,107,1,1
Schsc,C,E,b,5,93,80.80321146,5.95,67.01966717,123,1,1
Schsc,C,E,b,6,93,80.80321146,5.95,67.01966717,107,1,1
Boucu,IF,E,b,1,94,73.20577173,5.625,60.73245168,190,1,0
Boucu,IF,E,b,2,94,73.20577173,5.625,60.73245168,70,1,1
Boucu,IF,E,b,3,94,73.20577173,5.625,60.73245168,188,1,1
Boucu,IF,E,b,4,94,73.20577173,5.625,60.73245168,205,1,1
Boucu,IF,E,b,5,94,73.20577173,5.625,60.73245168,192,1,1
Panvi,I,E,b,1,95,75.77867421,6.025,57.77576854,299,1,1
Panvi,I,E,b,2,95,75.77867421,6.025,57.77576854,404,1,1
Panvi,I,E,b,3,95,75.77867421,6.025,57.77576854,386,1,1
Panvi,I,E,b,4,95,75.77867421,6.025,57.77576854,324,1,1
Panvi,I,E,b,5,95,75.77867421,6.025,57.77576854,365,1,1
Panvi,I,E,b,6,95,75.77867421,6.025,57.77576854,380,1,1
Asctu,C,E,c,1,96,261.7678656,4.725,49.57102002,51,1,1
Asctu,C,E,c,2,96,261.7678656,4.725,49.57102002,64,1,1
Asctu,C,E,c,3,96,261.7678656,4.725,49.57102002,64,1,1
Asctu,C,E,c,4,96,261.7678656,4.725,49.57102002,42,1,1
Asctu,C,E,c,5,96,261.7678656,4.725,49.57102002,41,1,1
Asctu,C,E,c,6,96,261.7678656,4.725,49.57102002,49,1,1
Achmi,C,E,c,1,97,267.3682345,5.75,63.66885051,75,1,1
Achmi,C,E,c,2,97,267.3682345,5.75,63.66885051,38,1,1
Achmi,C,E,c,3,97,267.3682345,5.75,63.66885051,55,1,1
Achmi,C,E,c,4,97,267.3682345,5.75,63.66885051,70,1,0
Achmi,C,E,c,5,97,267.3682345,5.75,63.66885051,50,1,1
Achmi,C,E,c,6,97,267.3682345,5.75,63.66885051,64,1,1
Rudhi,IF,E,b,1,98,256.6186789,5.85,41.81260946,45,1,1
Rudhi,IF,E,b,2,98,256.6186789,5.85,41.81260946,25,1,1
Rudhi,IF,E,b,3,98,256.6186789,5.85,41.81260946,26,1,1
Rudhi,IF,E,b,4,98,256.6186789,5.85,41.81260946,65,1,1
Rudhi,IF,E,b,5,98,256.6186789,5.85,41.81260946,22,1,0
Rudhi,IF,E,b,6,98,256.6186789,5.85,41.81260946,34,1,1
Bougr,C,E,b,1,99,68.32523338,6.4,52.94413689,183,1,1
Bougr,C,E,b,2,99,68.32523338,6.4,52.94413689,180,1,1
Bougr,C,E,b,3,99,68.32523338,6.4,52.94413689,205,1,1
Bougr,C,E,b,4,99,68.32523338,6.4,52.94413689,190,1,1
Bougr,C,E,b,5,99,68.32523338,6.4,52.94413689,230,1,1
Bougr,C,E,b,6,99,68.32523338,6.4,52.94413689,186,1,1
Panvi,I,E,c,1,100,84.85997887,5.85,58.96753592,290,1,1
Panvi,I,E,c,2,100,84.85997887,5.85,58.96753592,384,1,1
Panvi,I,E,c,3,100,84.85997887,5.85,58.96753592,355,1,1
Panvi,I,E,c,4,100,84.85997887,5.85,58.96753592,100,1,1
Panvi,I,E,c,5,100,84.85997887,5.85,58.96753592,321,1,1
Panvi,I,E,c,6,100,84.85997887,5.85,58.96753592,445,1,1
Achmi,I,E,a,1,101,267.4355532,3.775,68.24457594,50,1,1
Achmi,I,E,a,2,101,267.4355532,3.775,68.24457594,84,1,1
Achmi,I,E,a,3,101,267.4355532,3.775,68.24457594,55,1,1
Achmi,I,E,a,4,101,267.4355532,3.775,68.24457594,57,1,1
Achmi,I,E,a,5,101,267.4355532,3.775,68.24457594,61,1,1
Achmi,I,E,a,6,101,267.4355532,3.775,68.24457594,70,1,1
Achmi,IF,E,b,1,102,270.5446839,4.1,65.16034985,69,1,1
Achmi,IF,E,b,2,102,270.5446839,4.1,65.16034985,49,1,1
Achmi,IF,E,b,3,102,270.5446839,4.1,65.16034985,62,1,0
Achmi,IF,E,b,4,102,270.5446839,4.1,65.16034985,63,1,0
Achmi,IF,E,b,5,102,270.5446839,4.1,65.16034985,61,1,1
Achmi,IF,E,b,6,102,270.5446839,4.1,65.16034985,68,1,1
Agafo,C,E,b,1,103,266.3716578,5.65,69.17721519,47,1,1
Agafo,C,E,b,2,103,266.3716578,5.65,69.17721519,37,1,1
Agafo,C,E,b,3,103,266.3716578,5.65,69.17721519,48,1,1
Agafo,C,E,b,4,103,266.3716578,5.65,69.17721519,48,1,1
Agafo,C,E,b,5,103,266.3716578,5.65,69.17721519,49,1,0
Agafo,C,E,b,6,103,266.3716578,5.65,69.17721519,40,1,1
Rudhi,C,E,a,1,104,270.2806478,4.725,43.99563319,10,1,1
Rudhi,C,E,a,2,104,270.2806478,4.725,43.99563319,22,1,1
Rudhi,C,E,a,3,104,270.2806478,4.725,43.99563319,56,1,1
Rudhi,C,E,a,4,104,270.2806478,4.725,43.99563319,27,1,1
Rudhi,C,E,a,5,104,270.2806478,4.725,43.99563319,41,1,1
Rudhi,C,E,a,6,104,270.2806478,4.725,43.99563319,27,1,1
Liaas,I,E,a,1,105,269.4640267,6.675,48.51820491,28,1,0
Liaas,I,E,a,2,105,269.4640267,6.675,48.51820491,103,1,1
Liaas,I,E,a,3,105,269.4640267,6.675,48.51820491,51,1,0
Bougr,C,E,c,1,106,92.17383776,5.575,33.66960908,175,1,0
Bougr,C,E,c,2,106,92.17383776,5.575,33.66960908,222,1,1
Bougr,C,E,c,3,106,92.17383776,5.575,33.66960908,211,1,0
Bougr,C,E,c,4,106,92.17383776,5.575,33.66960908,186,1,1
Bougr,C,E,c,5,106,92.17383776,5.575,33.66960908,147,1,0
Bougr,C,E,c,6,106,92.17383776,5.575,33.66960908,188,1,1
Rudhi,C,E,b,1,107,263.1506865,5.8,43.81443299,25,1,1
Rudhi,C,E,b,2,107,263.1506865,5.8,43.81443299,32,1,1
Rudhi,C,E,b,3,107,263.1506865,5.8,43.81443299,33,1,1
Rudhi,C,E,b,4,107,263.1506865,5.8,43.81443299,26,1,0
Rudhi,C,E,b,5,107,263.1506865,5.8,43.81443299,22,1,1
Rudhi,C,E,b,6,107,263.1506865,5.8,43.81443299,28,1,1
Spohe,IF,E,a,1,108,91.4931852,4.1,55.0274223,93,1,1
Spohe,IF,E,a,2,108,91.4931852,4.1,55.0274223,50,1,0
Spohe,IF,E,a,3,108,91.4931852,4.1,55.0274223,42,1,0
Asctu,I,E,c,1,109,270.093074,6.375,48.92857143,49,1,1
Asctu,I,E,c,2,109,270.093074,6.375,48.92857143,38,1,1
Asctu,I,E,c,3,109,270.093074,6.375,48.92857143,53,1,1
Asctu,I,E,c,4,109,270.093074,6.375,48.92857143,50,1,1
Asctu,I,E,c,5,109,270.093074,6.375,48.92857143,56,1,1
Asctu,I,E,c,6,109,270.093074,6.375,48.92857143,75,1,1
Spohe,IF,E,b,1,110,91.11852622,3.875,53.49264706,83,1,1
Spohe,IF,E,b,2,110,91.11852622,3.875,53.49264706,93,1,0
Spohe,IF,E,b,3,110,91.11852622,3.875,53.49264706,45,1,1
Panvi,C,E,b,1,111,71.77893407,6.275,49.68944099,100,1,1
Panvi,C,E,b,2,111,71.77893407,6.275,49.68944099,356,1,1
Panvi,C,E,b,3,111,71.77893407,6.275,49.68944099,382,1,1
Panvi,C,E,b,4,111,71.77893407,6.275,49.68944099,344,1,1
Panvi,C,E,b,5,111,71.77893407,6.275,49.68944099,140,1,1
Panvi,C,E,b,6,111,71.77893407,6.275,49.68944099,400,1,1
Panvi,IF,E,c,1,112,56.69300426,4.725,39.39679548,335,1,1
Panvi,IF,E,c,2,112,56.69300426,4.725,39.39679548,246,1,0
Panvi,IF,E,c,3,112,56.69300426,4.725,39.39679548,328,1,1
Panvi,IF,E,c,4,112,56.69300426,4.725,39.39679548,358,1,1
Panvi,IF,E,c,5,112,56.69300426,4.725,39.39679548,403,1,1
Panvi,IF,E,c,6,112,56.69300426,4.725,39.39679548,294,1,1
Boucu,C,E,b,1,113,82.03749227,6.5,54.65313029,95,1,1
Boucu,C,E,b,2,113,82.03749227,6.5,54.65313029,170,1,1
Boucu,C,E,b,3,113,82.03749227,6.5,54.65313029,160,1,1
Boucu,C,E,b,4,113,82.03749227,6.5,54.65313029,192,1,1
Boucu,C,E,b,5,113,82.03749227,6.5,54.65313029,268,1,1
Agafo,I,E,c,1,114,271.3164731,5.975,38.17504655,40,1,0
Agafo,I,E,c,2,114,271.3164731,5.975,38.17504655,61,1,0
Agafo,I,E,c,3,114,271.3164731,5.975,38.17504655,44,1,0
Agafo,I,E,c,4,114,271.3164731,5.975,38.17504655,52,1,0
Agafo,I,E,c,5,114,271.3164731,5.975,38.17504655,36,1,1
Agafo,I,E,c,6,114,271.3164731,5.975,38.17504655,44,1,1
Agafo,IF,E,b,1,115,269.6543269,6.8,48.50746269,39,1,1
Agafo,IF,E,b,2,115,269.6543269,6.8,48.50746269,50,1,1
Agafo,IF,E,b,3,115,269.6543269,6.8,48.50746269,55,1,1
Agafo,IF,E,b,4,115,269.6543269,6.8,48.50746269,56,1,0
Agafo,IF,E,b,5,115,269.6543269,6.8,48.50746269,63,1,1
Agafo,IF,E,b,6,115,269.6543269,6.8,48.50746269,38,1,1
Rudhi,I,E,c,1,116,251.7553305,6.45,50.0723589,34,1,1
Rudhi,I,E,c,2,116,251.7553305,6.45,50.0723589,33,1,0
Rudhi,I,E,c,3,116,251.7553305,6.45,50.0723589,39,1,1
Rudhi,I,E,c,4,116,251.7553305,6.45,50.0723589,24,1,0
Rudhi,I,E,c,5,116,251.7553305,6.45,50.0723589,28,1,1
Rudhi,I,E,c,6,116,251.7553305,6.45,50.0723589,10,1,0
Bougr,IF,E,c,1,117,110.4833585,5.375,37.51763047,250,1,1
Bougr,IF,E,c,2,117,110.4833585,5.375,37.51763047,264,1,1
Bougr,IF,E,c,3,117,110.4833585,5.375,37.51763047,300,1,1
Bougr,IF,E,c,4,117,110.4833585,5.375,37.51763047,202,1,1
Bougr,IF,E,c,5,117,110.4833585,5.375,37.51763047,163,1,1
Bougr,IF,E,c,6,117,110.4833585,5.375,37.51763047,192,1,1
Sornu,I,E,c,1,118,73.91658842,5.5,59.48644793,322,1,1
Sornu,I,E,c,2,118,73.91658842,5.5,59.48644793,353,1,1
Sornu,I,E,c,3,118,73.91658842,5.5,59.48644793,310,1,1
Sornu,I,E,c,4,118,73.91658842,5.5,59.48644793,340,1,1
Spohe,I,E,c,1,119,77.02910804,3.95,54.35435435,100,1,0
Spohe,I,E,c,2,119,77.02910804,3.95,54.35435435,86,1,1
Spohe,I,E,c,3,119,77.02910804,3.95,54.35435435,16,1,0
Achmi,I,E,b,1,120,267.9280168,4.2,53.0259366,57,1,1
Achmi,I,E,b,2,120,267.9280168,4.2,53.0259366,13,1,0
Achmi,I,E,b,3,120,267.9280168,4.2,53.0259366,52,1,1
Achmi,I,E,b,4,120,267.9280168,4.2,53.0259366,39,1,1
Achmi,I,E,b,5,120,267.9280168,4.2,53.0259366,61,1,1
Achmi,I,E,b,6,120,267.9280168,4.2,53.0259366,50,1,1
Spohe,IF,E,c,1,121,89.89018299,7.8,54.7850208,60,1,0
Spohe,IF,E,c,2,121,89.89018299,7.8,54.7850208,66,1,1
Spohe,IF,E,c,3,121,89.89018299,7.8,54.7850208,61,1,0
Muhra,I,E,c,1,122,84.65565848,5.95,48.3909416,249,1,1
Muhra,I,E,c,2,122,84.65565848,5.95,48.3909416,302,1,1
Muhra,I,E,c,3,122,84.65565848,5.95,48.3909416,332,1,1
Muhra,I,E,c,4,122,84.65565848,5.95,48.3909416,227,1,0
Muhra,I,E,c,5,122,84.65565848,5.95,48.3909416,255,1,1
Muhra,I,E,c,6,122,84.65565848,5.95,48.3909416,320,1,1
Schsc,C,E,c,1,123,77.29686104,5.125,44.92146597,110,1,1
Schsc,C,E,c,2,123,77.29686104,5.125,44.92146597,112,1,1
Schsc,C,E,c,3,123,77.29686104,5.125,44.92146597,103,1,1
Schsc,C,E,c,4,123,77.29686104,5.125,44.92146597,91,1,1
Schsc,C,E,c,5,123,77.29686104,5.125,44.92146597,119,1,1
Schsc,C,E,c,6,123,77.29686104,5.125,44.92146597,92,1,1
Rudhi,C,E,c,1,124,268.1397964,5.275,47.51677852,29,1,1
Rudhi,C,E,c,2,124,268.1397964,5.275,47.51677852,21,1,1
Rudhi,C,E,c,3,124,268.1397964,5.275,47.51677852,37,1,1
Rudhi,C,E,c,4,124,268.1397964,5.275,47.51677852,25,1,1
Rudhi,C,E,c,5,124,268.1397964,5.275,47.51677852,26,1,1
Rudhi,C,E,c,6,124,268.1397964,5.275,47.51677852,29,1,1
Astaz,C,E,c,1,125,266.4293145,6.075,62.66094421,29,1,1
Astaz,C,E,c,2,125,266.4293145,6.075,62.66094421,24,1,0
Astaz,C,E,c,3,125,266.4293145,6.075,62.66094421,41,1,1
Astaz,C,E,c,4,125,266.4293145,6.075,62.66094421,43,1,0
Astaz,C,E,c,5,125,266.4293145,6.075,62.66094421,29,1,0
Astaz,C,E,c,6,125,266.4293145,6.075,62.66094421,45,1,0
Liaas,IF,E,c,1,126,271.5161293,5.075,59.97001499,10,1,0
Liaas,IF,E,c,2,126,271.5161293,5.075,59.97001499,13,1,0
Liaas,IF,E,c,3,126,271.5161293,5.075,59.97001499,10,1,1
Liaas,IF,E,c,4,126,271.5161293,5.075,59.97001499,11,1,1
Schsc,I,E,c,1,127,66.65319345,5.15,46.14243323,163,1,0
Schsc,I,E,c,2,127,66.65319345,5.15,46.14243323,160,1,0
Schsc,I,E,c,3,127,66.65319345,5.15,46.14243323,102,1,1
Schsc,I,E,c,4,127,66.65319345,5.15,46.14243323,102,1,1
Schsc,I,E,c,5,127,66.65319345,5.15,46.14243323,93,1,1
Schsc,I,E,c,6,127,66.65319345,5.15,46.14243323,128,1,1
Agafo,IF,E,c,1,128,260.3999208,2.9,57.29323308,28,1,1
Agafo,IF,E,c,2,128,260.3999208,2.9,57.29323308,34,1,0
Agafo,IF,E,c,3,128,260.3999208,2.9,57.29323308,30,1,0
Agafo,IF,E,c,4,128,260.3999208,2.9,57.29323308,39,1,0
Agafo,IF,E,c,5,128,260.3999208,2.9,57.29323308,66,1,0
Agafo,IF,E,c,6,128,260.3999208,2.9,57.29323308,19,1,1
Boucu,IF,E,c,1,129,71.55996037,6.4,45.80031696,71,1,0
Boucu,IF,E,c,2,129,71.55996037,6.4,45.80031696,85,1,0
Boucu,IF,E,c,3,129,71.55996037,6.4,45.80031696,233,1,0
Boucu,IF,E,c,4,129,71.55996037,6.4,45.80031696,233,1,1
Boucu,IF,E,c,5,129,71.55996037,6.4,45.80031696,208,1,1
Andge,IF,E,c,1,130,81.00280363,6,30.17656501,185,1,1
Andge,IF,E,c,2,130,81.00280363,6,30.17656501,139,1,1
Andge,IF,E,c,3,130,81.00280363,6,30.17656501,215,1,1
Andge,IF,E,c,4,130,81.00280363,6,30.17656501,241,1,1
Andge,IF,E,c,5,130,81.00280363,6,30.17656501,160,1,1
Andge,IF,E,c,6,130,81.00280363,6,30.17656501,177,1,1
Monfi,C,E,b,1,131,271.0910331,6,43.08943089,19,1,0
Monfi,C,E,b,2,131,271.0910331,6,43.08943089,10,1,0
Monfi,C,E,b,3,131,271.0910331,6,43.08943089,24,1,0
Monfi,C,E,b,4,131,271.0910331,6,43.08943089,10,1,0
Sornu,IF,E,c,1,132,101.1774302,6.5,60.97560976,319,1,1
Sornu,IF,E,c,2,132,101.1774302,6.5,60.97560976,387,1,1
Sornu,IF,E,c,3,132,101.1774302,6.5,60.97560976,167,1,1
Sornu,IF,E,c,4,132,101.1774302,6.5,60.97560976,236,1,1
Ascsy,IF,E,c,1,133,267.6784616,6.725,45.03546099,108,1,0
Ascsy,IF,E,c,2,133,267.6784616,6.725,45.03546099,94,1,0
Ascsy,IF,E,c,3,133,267.6784616,6.725,45.03546099,90,1,0
Ascsy,IF,E,c,4,133,267.6784616,6.725,45.03546099,52,1,1
Liaas,I,E,b,1,134,268.8252987,5.625,54.72972973,33,1,0
Liaas,I,E,b,2,134,268.8252987,5.625,54.72972973,10,1,0
Liaas,I,E,b,3,134,268.8252987,5.625,54.72972973,10,1,0
Liaas,I,E,b,4,134,268.8252987,5.625,54.72972973,10,1,1
Boucu,C,E,c,1,135,75.14731436,4.975,56.54450262,156,1,0
Boucu,C,E,c,2,135,75.14731436,4.975,56.54450262,260,1,1
Boucu,C,E,c,3,135,75.14731436,4.975,56.54450262,93,1,1
Boucu,C,E,c,4,135,75.14731436,4.975,56.54450262,257,1,1
Boucu,C,E,c,5,135,75.14731436,4.975,56.54450262,101,1,1
Achmi,I,E,c,1,136,265.6955931,4.75,49.46996466,65,1,1
Achmi,I,E,c,2,136,265.6955931,4.75,49.46996466,75,1,1
Achmi,I,E,c,3,136,265.6955931,4.75,49.46996466,56,1,1
Achmi,I,E,c,4,136,265.6955931,4.75,49.46996466,112,1,0
Achmi,I,E,c,5,136,265.6955931,4.75,49.46996466,81,1,1
Achmi,I,E,c,6,136,265.6955931,4.75,49.46996466,40,1,1
Agafo,C,E,c,1,137,271.1028369,5.325,35.44776119,45,1,0
Agafo,C,E,c,2,137,271.1028369,5.325,35.44776119,32,1,0
Agafo,C,E,c,3,137,271.1028369,5.325,35.44776119,45,1,0
Agafo,C,E,c,4,137,271.1028369,5.325,35.44776119,38,1,0
Agafo,C,E,c,5,137,271.1028369,5.325,35.44776119,60,1,0
Agafo,C,E,c,6,137,271.1028369,5.325,35.44776119,42,1,0
Monfi,C,E,c,1,138,270.2792097,5.225,43.27272727,17,1,0
Monfi,C,E,c,2,138,270.2792097,5.225,43.27272727,25,1,0
Monfi,C,E,c,3,138,270.2792097,5.225,43.27272727,22,1,0
Monfi,C,E,c,4,138,270.2792097,5.225,43.27272727,32,1,0
Boucu,I,E,c,1,139,75.51635166,6.65,59.92714026,202,1,1
Boucu,I,E,c,2,139,75.51635166,6.65,59.92714026,222,1,1
Boucu,I,E,c,3,139,75.51635166,6.65,59.92714026,230,1,1
Boucu,I,E,c,4,139,75.51635166,6.65,59.92714026,290,1,1
Boucu,I,E,c,5,139,75.51635166,6.65,59.92714026,10,1,0
Rudhi,IF,E,c,1,140,269.6750543,6.4,50.9765625,33,1,1
Rudhi,IF,E,c,2,140,269.6750543,6.4,50.9765625,39,1,1
Rudhi,IF,E,c,3,140,269.6750543,6.4,50.9765625,29,1,1
Rudhi,IF,E,c,4,140,269.6750543,6.4,50.9765625,49,1,1
Rudhi,IF,E,c,5,140,269.6750543,6.4,50.9765625,16,1,1
Rudhi,IF,E,c,6,140,269.6750543,6.4,50.9765625,22,1,1
Panvi,C,E,c,1,141,72.80608232,6.025,54.10447761,316,1,1
Panvi,C,E,c,2,141,72.80608232,6.025,54.10447761,374,1,1
Panvi,C,E,c,3,141,72.80608232,6.025,54.10447761,408,1,1
Panvi,C,E,c,4,141,72.80608232,6.025,54.10447761,265,1,0
Panvi,C,E,c,5,141,72.80608232,6.025,54.10447761,307,1,1
Panvi,C,E,c,6,141,72.80608232,6.025,54.10447761,83,1,0
Liaas,I,E,c,1,142,271.3030935,5.675,45.87525151,79,1,0
Liaas,I,E,c,2,142,271.3030935,5.675,45.87525151,31,1,0
Liaas,I,E,c,3,142,271.3030935,5.675,45.87525151,41,1,0
Liaas,I,E,c,4,142,271.3030935,5.675,45.87525151,20,1,0
Andge,C,E,c,1,143,68.32788763,4.6,47.47081712,257,1,1
Andge,C,E,c,2,143,68.32788763,4.6,47.47081712,173,1,1
Andge,C,E,c,3,143,68.32788763,4.6,47.47081712,140,1,1
Andge,C,E,c,4,143,68.32788763,4.6,47.47081712,212,1,1
Andge,C,E,c,5,143,68.32788763,4.6,47.47081712,85,1,0
