plot,abundance,species,specieslowbar,genus,family,species.relative,genus.relative
158,5.2,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
158,0.6,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
158,0.3,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
158,0.7,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
158,21,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
158,0.2,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
158,13,Helianthemum bicknellii,Helianthemum_bicknellii,Helianthemum,Cistaceae,,Helianthemum
158,5,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
158,1.5,Dichanthelium linearifolium,Dichanthelium_linearifolium,Dichanthelium,Poaceae,Dichanthelium cumbucana,
158,30,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
158,0.3,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
158,2.8,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
159,0.1,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
159,3.6,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
159,1.5,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
159,2.5,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
159,0.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
159,0.2,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
159,25,Helianthemum bicknellii,Helianthemum_bicknellii,Helianthemum,Cistaceae,,Helianthemum
159,8,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
159,50,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
159,0.8,Sorghastrum nutans,Sorghastrum_nutans,Sorghastrum,Poaceae,,
159,0.3,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
160,0.3,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
160,2.3,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
160,0.6,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
160,1,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
160,2,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
160,9,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
160,0.8,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
160,8,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
160,13,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
160,11,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
160,0.01,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
160,0.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
160,0.8,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
161,1.7,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
161,0.1,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
161,0.3,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
161,0.1,Artemisia campestris,Artemisia_campestris,Artemisia,Asteraceae,,
161,0.6,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
161,3.9,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
161,0.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
161,15,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
161,21,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
161,0.2,Monarda fistulosa,Monarda_fistulosa,Monarda,Lamiaceae,,
161,12,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
161,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
162,0.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
162,2,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
162,0.8,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
162,4.7,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
162,1.2,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
162,0.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
162,16,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
162,0.2,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
162,18,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
162,0.7,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
162,0.1,Sporobolus heterolepis,Sporobolus_heterolepis,Sporobolus,Poaceae,,
162,60,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
163,0.3,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
163,5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
163,0.7,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
163,2.5,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
163,0.9,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,Symphyotrichum,Asteraceae,,Symphyotrichum
163,5.3,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
163,1,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
163,9,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
163,4.5,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
163,25,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
164,0.2,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
164,1.9,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
164,0.6,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
164,0.4,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
164,1.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
164,4.2,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
164,0.8,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
164,0.9,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
164,0.8,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
164,1.3,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
164,0.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
164,28,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
164,21,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
164,1.9,Rudbeckia hirta,Rudbeckia_hirta,Rudbeckia,Asteraceae,,Echinacea
164,0.5,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
164,33,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
165,0.1,Agastache foeniculum,Agastache_foeniculum,Agastache,Lamiaceae,,
165,8,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
165,0.6,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
165,0.2,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
165,1.4,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
165,0.15,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
165,2.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
165,6,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
165,1.2,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
165,12,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
165,0.5,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
165,6.2,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
165,2,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
166,1.8,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
166,3,Andropogon gerardii,Andropogon_gerardii,Andropogon,Poaceae,,
166,1.3,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
166,0.4,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
166,0.5,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
166,0.3,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
166,5.7,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
166,7,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
166,1.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
166,10,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
166,0.2,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
166,32,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
166,6,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
166,0.1,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
166,8,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
167,4.2,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
167,0.01,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
167,0.3,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
167,4.1,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
167,1.1,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
167,2.7,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
167,0.7,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
167,1.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
167,1.5,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
167,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
167,8,Helianthemum bicknellii,Helianthemum_bicknellii,Helianthemum,Cistaceae,,Helianthemum
167,25,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
167,18,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
167,0.2,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
167,0.3,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
167,1,Tragopogon dubius,Tragopogon_dubius,Tragopogon,Asteraceae,,
167,12,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
168,2.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
168,0.7,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
168,5.5,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
168,0.5,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
168,1.6,Bouteloua curtipendula,Bouteloua_curtipendula,Bouteloua,Poaceae,,
168,1.3,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
168,0.6,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
168,1.9,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
168,4,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
168,0.4,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
168,26,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
168,0.9,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
168,0.7,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
168,33,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
168,0.2,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
168,1.5,Tragopogon dubius,Tragopogon_dubius,Tragopogon,Asteraceae,,
168,0.3,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
169,2.6,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
169,0.1,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
169,0.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
169,0.2,Artemisia campestris,Artemisia_campestris,Artemisia,Asteraceae,,
169,1.8,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
169,0.7,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
169,0.8,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
169,1.9,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
169,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
169,22,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
169,10,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
169,0.2,Liatris aspera,Liatris_aspera,Liatris,Asteraceae,,
169,0.2,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
169,17,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
169,1,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
169,85,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
170,2.8,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
170,0.1,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
170,8.5,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
170,0.4,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
170,3.2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
170,1.2,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
170,0.6,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
170,2,Koeleria macrantha,Koeleria_macrantha,Koeleria,Poaceae,,
170,18,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
170,0.1,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
170,16,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
170,1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
170,1.7,Sorghastrum nutans,Sorghastrum_nutans,Sorghastrum,Poaceae,,
170,33,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
170,0.2,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
171,6,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
171,3,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
171,1.2,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
171,0.3,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
171,7.5,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
171,0.7,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
171,8,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
171,4,Panicum virgatum,Panicum_virgatum,Panicum,Poaceae,,
171,0.7,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
171,21,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
171,32,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
172,5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
172,0.6,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
172,1.2,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
172,0.7,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
172,2.7,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
172,0.4,Bouteloua curtipendula,Bouteloua_curtipendula,Bouteloua,Poaceae,,
172,0.2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
172,2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
172,0.3,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
172,0.9,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
172,9,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
172,4,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
172,20,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
172,0.5,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
172,3,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
172,0.2,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
172,0.4,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
172,3.5,Vicia villosa,Vicia_villosa,Vicia,Fabaceae,,
173,5.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
173,0.8,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
173,1,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
173,3.2,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
173,0.7,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
173,0.6,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
173,0.4,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
173,0.7,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
173,0.3,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
173,3,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
173,20,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
173,0.2,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
173,16,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
173,1.8,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
173,6,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
174,1.7,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
174,0.3,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
174,0.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
174,4.5,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
174,0.2,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
174,6.2,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
174,0.4,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
174,0.7,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
174,0.3,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
174,5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
174,13,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
174,0,Monarda fistulosa,Monarda_fistulosa,Monarda,Lamiaceae,,
174,0.5,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
174,17,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
174,0.01,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
174,5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
175,2.7,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
175,1,Boechera divaricarpa,Boechera_divaricarpa,Boechera,Brassicaceae,,
175,2,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
175,1.2,Symphyotrichum oolentangiense,Symphyotrichum_oolentangiense,Symphyotrichum,Asteraceae,,Symphyotrichum
175,3.4,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
175,0.5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
175,4.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
175,1.4,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
175,1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
175,0.4,Mirabilis albida,Mirabilis_albida,Mirabilis,Nyctaginaceae,,
175,1,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
175,20,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
175,0.4,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
175,6.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
175,1,Tragopogon dubius,Tragopogon_dubius,Tragopogon,Asteraceae,,
175,1.2,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
176,2,Achillea millefolium,Achillea_millefolium,Achillea,Asteraceae,,
176,5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
176,0.3,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
176,3.5,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
176,0.6,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
176,11.7,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
176,2.5,Bromus inermis,Bromus_inermis,Bromus,Poaceae,,
176,3.6,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
176,2.5,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
176,10,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
176,0.4,Panicum oligosanthes,Panicum_oligosanthes,Panicum,Poaceae,,
176,0.3,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
176,34,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
176,2.5,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
177,2.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
177,1.4,Anemone cylindrica,Anemone_cylindrica,Anemone,Ranunculaceae,,
177,1.2,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
177,0.1,Asclepias syriaca,Asclepias_syriaca,Asclepias,Apocynaceae,,
177,1.2,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
177,1.2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
177,0.9,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
177,0.4,Erigeron strigosus,Erigeron_strigosus,Erigeron,Asteraceae,,
177,3.5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
177,24,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
177,0.6,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
177,16,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
177,1.6,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
177,0.4,Ulmus minor,Ulmus_minor,Ulmus,Ulmaceae,,
177,0.2,Verbascum thapsus,Verbascum_thapsus,Verbascum,Scrophulariaceae,,Verbascum
178,4,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
178,1.7,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
178,0.7,Asclepias tuberosa,Asclepias_tuberosa,Asclepias,Apocynaceae,,
178,11.1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
178,0.2,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
178,1.2,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
178,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
178,22,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
178,0.5,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
178,16,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
178,0.1,Silene antirrhina,Silene_antirrhina,Silene,Caryophyllaceae,,
179,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
179,7,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
179,1,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
179,5.2,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
179,2.5,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
179,0.4,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
179,0.1,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
179,3,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
179,3.5,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
179,24,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
179,2.8,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
180,0.1,Ambrosia artemisiifolia,Ambrosia_artemisiifolia,Ambrosia,Asteraceae,,
180,2.6,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
180,1,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
180,0.7,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
180,2,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
180,0.8,Cyperus sp,Cyperus_sp,Cyperus,Cyperaceae,,Cyperus
180,5,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
180,11,Digitaria cognata,Digitaria_cognata,Digitaria,Poaceae,,Digitaria
180,3,Plantago patagonica,Plantago_patagonica,Plantago,Plantaginaceae,,
180,6,Poa pratensis,Poa_pratensis,Poa,Poaceae,,Poa
180,2.5,Schizachyrium scoparium,Schizachyrium_scoparium,Schizachyrium,Poaceae,,
180,0.3,Sporobolus cryptandrus,Sporobolus_cryptandrus,Sporobolus,Poaceae,,
181,1.5,Ambrosia psilostachya,Ambrosia_psilostachya,Ambrosia,Asteraceae,,
181,0.5,Aristida basiramea,Aristida_basiramea,Aristida,Poaceae,,Aristida
181,0.8,Artemisia campestris,Artemisia_campestris,Artemisia,Asteraceae,,
181,0.5,Artemisia ludoviciana,Artemisia_ludoviciana,Artemisia,Asteraceae,,
181,1,Berteroa incana,Berteroa_incana,Berteroa,Brassicaceae,,
181,3.2,Chondrosum gracile,Chondrosum_gracile,Chondrosum,Poaceae,,
181,2.1,Erigeron canadensis,Erigeron_canadensis,Erigeron,Asteraceae,,
181,9,Hedeoma hispida,Hedeoma_hispida,Hedeoma,Lamiaceae,,Hedeoma
